complaint,department
Extremely disappointed with municipal services. The gutters are completely clogged with plastic and garbage near the central bus stop.,Sewage & Drainage
gardn is full of plastic cups and garbage after the local festival event held last weekend. This is happening at the central bus stop.,Parks & Gardens
reminder for the authority: the green belt area along the highway is being encroached upon by illegal vehicle parking. it has been happening for a long time.,Parks & Gardens
"This is a recurring problem. The timer on the traffic light near St. Mary's School is mismatched, giving only 5 seconds to cross.",Traffic Signals
Why is nothing being done about this? Muddy and slippery tracks in our village because the main road was never paved by the municipality. Kindly address this on high priority.,Roads & Potholes
Public dustbins are completely broken and missing near the railway station area. This is happening on the bridge.,Garbage Collection
gardn is full of plastic cups and garbage after the local festival event held last weekend. It is worse early in the morning.,Parks & Gardens
"No regular watering of plants in the central public garden, all the beautiful flowers are dying. It is worse with the upcoming festival season.",Parks & Gardens
The entire street is littered with plastic bags after the weekend festival celebration. It is worse during heavy rains yesterday.,Garbage Collection
Writing this out of absolute desperation. We need regular trimming of the large tree branches overhanging the pathway inside the park.,Parks & Gardens
The public library building has developed major cracks on the walls and needs immediate structural audit. Needs fix at the central bus stop.,Other
No technician has arrived to fix the underground cable fault near the railway station area. Needs fix along the commercial market lane.,Electricity
Frequent signal failures at the major intersection are leading to multiple near-miss accidents every day. Hoping for a quick response.,Traffic Signals
"The main underground sewer line has collapsed near the petrol pump, causing a bad road cave-in. Needs fix right outside the railway station.",Sewage & Drainage
"The main underground sewer line has collapsed near the petrol pump, causing a bad road cave-in.",Sewage & Drainage
"why is nothing being done about this? the timer on the traffic light near st. mary's school is mismatched, giving only 5 seconds to cross. the concerned department must check this today.",Traffic Signals
