"complaint","department"
"Kids' play area on the service road has broken slides with sharp edges, very dangerous for children.","Parks & Gardens"
"Please regulate the noise from the DJ played during the wedding function near the panchayat office till midnight.","Other"
"The park pathway lights Shanti Nagar are all switched off, making evening walks unsafe for elderly people.","Street Lighting"
"Stray dogs in Rampur village have become aggressive and have bitten two children this month.","Other"
"The community bin in Kalyan Nagar has been damaged and garbage is spilling onto the footpath.","Garbage Collection"
"During heavy rains the drains near Lotus Apartments overflow within minutes causing severe flooding.","Sewage & Drainage"
"The road near the market Lakeview Apartments has sunk badly, trucks cannot pass through anymore.","Roads & Potholes"
"There is no dustbin in the entire park Shanti Nagar, visitors just throw waste on the grass.","Parks & Gardens"
"Request pest control services Sector 12, cockroach and rat infestation has become severe.","Other"
"We request urgent repair of the crater-like pothole Lakeview Apartments, an elderly man fell into it yesterday.","Roads & Potholes"
"There was a loud spark from the transformer in Old Town market last night, we are scared of a fire.","Electricity"
"During the festival, extra waste was generated but no additional collection was arranged on the highway bypass road.","Garbage Collection"
"Water supply comes only for 10 minutes a day in Kalyan Nagar, that too with very low pressure.","Water Supply"
"Sewage water has entered ground floor homes on the highway bypass road after last night's heavy rain.","Sewage & Drainage"
"There is a foul smell coming from the uncollected garbage in Rampur village, it's unbearable.","Garbage Collection"
"Water is not reaching the upper floors of our building in front of our apartment building due to low pressure.","Water Supply"
"During the wedding season, frequent power cuts Lakeview Apartments are ruining events for many families.","Electricity"
"night bus service to outside the mosque was stopped suddenly, workers on night shift are struggling now","Public Transport"
"Overloaded shared autos near near Lotus Apartments are extremely unsafe, especially for women travelling alone.","Public Transport"
"Please replace the broken street lamp on Ring Road, it has been dead for over a month.","Street Lighting"
"A property dispute has led to an illegal wall being built blocking the common pathway in Old Town market.","Other"
"Tar has washed away completely from the road on Ring Road, only stones remain now.","Roads & Potholes"
"The water tanker did not come to in front of our apartment building since yesterday, and we have run out of drinking water.","Water Supply"
"The park pathway lights behind the community hall are all switched off, making evening walks unsafe for elderly people.","Street Lighting"
"The pedestrian crossing signal close to the fire station does not work, it's very risky for elderly people.","Traffic Signals"
"Passengers are forced to travel on the footboard on the near the panchayat office route due to overcrowding.","Public Transport"
"The old banyan tree Lakeview Apartments is diseased and its branches keep falling on passing vehicles.","Other"
"Nobody segregates the waste properly Green Valley Society and it is just dumped in one big heap.","Garbage Collection"
"The park pathway lights near the government hospital are all switched off, making evening walks unsafe for elderly people.","Street Lighting"
"our borewell water has turned yellow and smells bad, plz check it near St. Mary's convent school.","Water Supply"
"Bus timings displayed at the stop Lakeview Apartments do not match the actual arrival times at all.","Public Transport"
"road is completely broken close to the fire station, cant even ride a scooty properly","Roads & Potholes"
"We request a dedicated bus lane near near St. Mary's convent school to reduce delays during office hours.","Public Transport"
"Please clear the blocked drain outside the school in Old Town market, kids are wading through dirty water.","Sewage & Drainage"
